,Name,Updated SMILES,Biološka uporabnost (%),nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
74,Atomoxetine,O(C(CCNC)c1ccccc1)c1ccccc1C,84.5,40,19,21,1,41,20,29,35,2,0,2,25,292.8298680000001,308.88896,255.976,249.604,9.550967892068774,4.437358819813105,65.75874944074505,10.053651557806381,13.592428388589768,37.333333333333336,23.373346999999995,255.16231429200002,6,-4.980788146619632,84.5
75,Atovaquone,Clc1ccc(cc1)C1CCC(CC1)C1=C(O)C(=O)c2c(cccc2)C1=O,23.0,45,26,19,3,48,29,33,39,4,1,3,42,345.67294099999987,365.745446,305.4845,296.275,11.697295851364572,6.693042853236787,84.93037182582133,5.106527394840706,16.673017287570588,56.15205249828443,21.306932999999997,366.1022721480005,2,-5.755612411009769,23.0
76,Atropine (DL),O(C(=O)C(CO)c1ccccc1)C1CC2N(C(C1)CC2)C,50.0,44,21,23,3,46,23,39,42,7,1,4,32,332.9702279999999,353.155036,293.372,286.725,10.075090608046976,6.336924570433947,72.52833430259952,14.743300079491231,47.81794440687735,46.66666666666666,27.387760999999994,289.16779359600065,4,-2.1727532689559914,50.0
77,Avitriptan,S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCCN2CCN(CC2)c2ncncc2OC)cc1,17.2,62,32,30,3,65,35,47,56,2,0,7,49,477.45408499999985,509.761164,424.9886,415.4538,16.280998064113547,7.8823757662521565,105.52049521676096,14.620751205597735,75.15089383153862,50.93553310100007,45.32821000000004,458.21000982000083,9,-5.9068769114828825,17.2
78,Azathioprine,S(c1n(cnc1[N+](=O)[O-])C)c1ncnc2nc[nH]c12,60.0,26,19,7,2,28,21,12,21,0,0,8,30,221.752625,235.97792,202.4567,199.644,7.236146172189112,3.401377898073715,64.59771149427334,19.66539643750413,34.410303301345074,47.94377928949358,17.488449,277.0381934640002,3,-2.745563286271154,60.0
79,Azelastine,Clc1ccc(cc1)CC1=NN(C2CCCN(CC2)C)C(=O)c2c1cccc2,99.0,51,27,24,1,54,30,36,46,5,0,4,42,383.16673699999984,411.57621800000004,343.7761,334.5499,12.739282292826507,6.826519882801364,89.18104238570129,4.899909730850478,34.81757926879905,48.6682967150282,28.874968,381.1607900680007,3,-5.8338357066573225,99.0
80,azidocillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=[N+]=[N-])C(=O)O)C,60.0,43,26,17,4,45,28,34,37,3,1,5,42,348.02103699999986,359.484716,302.6822,296.5538,11.85406921877344,6.618383863520397,84.7976152640619,15.323225729697516,49.99467879682826,71.24847529289494,24.968519,375.1001250240005,5,-1.9353255943310488,60.0
81,Azithromycin,O1C(CC)C(O)(C)C(O)C(N(CC(CC(O)(C)C(OC2OC(CC(N(C)C)C2O)C)C(C)C(OC2OC(C)C(O)C(OC)(C2)C)C(C)C1=O)C)C)C,36.333333333333336,124,52,72,12,126,54,125,125,14,5,14,83,950.8928800000001,983.6869199999999,813.1929999999999,798.05,25.53855520344076,18.242057356388425,184.65201748154044,63.75363415870478,166.3979502709818,122.91666666666666,86.93490400000017,748.5085257440021,7,-2.2226462786839294,36.333333333333336
82,Azlocillin,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(NC(=O)N1CCNC1=O)c1ccccc1,0.0,55,32,23,6,58,35,47,50,3,1,6,53,445.1973169999998,464.342296,390.5735,383.012,14.54906053514298,8.28591414603833,105.20864698900415,25.956802937710176,80.04633036418005,86.60562904889791,35.00376100000001,461.1369044560008,5,-1.8229757193015748,0.0
83,Azosemide,Clc1cc(NCc2sccc2)c(cc1S(=O)(=O)N)-c1[nH]nnn1,10.0,34,23,11,2,36,25,18,27,0,0,7,36,281.865867,296.528826,249.6709,243.1865,12.671574971258734,4.769919244674719,76.60780761847163,5.316788604006331,29.04193079224075,33.387642768206064,21.231276999999995,370.00734327200036,5,-4.621768581689373,10.0
84,Aztreonam,s1cc(nc1N)C(=NOC(C(O)=O)(C)C)C(=O)NC1C(N(S(O)(=O)=O)C1=O)C,1.0,45,28,17,8,46,29,35,38,2,2,10,45,387.55020199999984,387.160332,325.0028999999999,319.1178,14.569130197691646,6.544564321299244,96.45347128754328,20.994572059745856,68.54635098380861,61.993456558132685,33.360519000000004,435.0518545040004,7,-0.03713987895475973,1.0
85,Baclofen,Clc1ccc(cc1)C(CC(O)=O)CN,95.0,26,14,12,2,26,14,19,22,1,1,2,18,205.007421,203.873554,169.813,165.45799999999997,6.80767220487046,3.3343195724586683,46.88308913371576,10.84019487200289,17.62058908870513,32.72673765082165,12.846483999999995,213.05565630400002,4,-2.287712661145415,95.0
86,Balsalazide,O=C1C=CC(=NNc2ccc(cc2)C(=O)NCCC(O)=O)C=C1C(O)=O,0.0,41,26,15,6,42,27,29,32,1,2,6,36,339.6809359999998,339.9300760000001,287.1436,282.0329000000001,8.823077324661217,5.323452150755253,86.9490815164547,15.529843393687743,46.09853144998482,78.33333333333333,19.660104999999998,357.0960852000004,7,-2.2292182055511285,0.0
87,Bambuterol,O(C(=O)N(C)C)c1cc(cc(OC(=O)N(C)C)c1)C(O)CNC(C)(C)C,17.5,55,26,29,5,55,26,47,50,1,1,6,37,427.92823199999987,433.274736,360.6735,354.3540000000001,11.473021354111744,6.347933500256595,88.46272601080206,29.696861368148088,67.36719658742317,65.91666666666666,38.291003000000025,367.2107210280008,5,-2.632341274156773,17.5
88,Barnidipine,CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,1.0,65,36,29,6,68,39,51,57,2,0,8,55,509.1445919999999,532.254844,446.3897,437.044,14.730896921143934,8.5837024607261,119.88826858766079,14.790514511606428,48.065108096422826,89.16666666666666,37.747003000000014,491.2056356480008,7,-5.699839380604991,1.0
89,Benazepril,O=C1N(c2c(CCC1NC(CCc1ccccc1)C(OCC)=O)cccc2)CC(O)=O,18.0,59,31,28,5,61,33,46,52,6,1,5,44,456.2512279999999,472.756724,394.5630000000001,385.829,13.496271103202233,7.779446383074903,104.68926888450436,9.843390348640755,48.18763772881732,76.66666666666666,34.709796000000004,424.19982199600076,9,-4.725298766593687,18.0
90,Bencyclane,O(CCCN(C)C)C1(CCCCCC1)Cc1ccccc1,51.0,52,21,31,1,53,22,47,50,8,0,2,28,375.0955399999999,395.215304,325.2525,317.2750000000001,11.918178656628823,7.1125234580511485,75.93822973074458,9.636772684650527,37.747942877614044,37.41666666666667,34.545417,289.24056461200087,7,-5.039031448737683,51.0
91,Bendroflumethiazide,S(=O)(=O)(N)c1cc2S(=O)(=O)NC(Nc2cc1C(F)(F)F)Cc1ccccc1,95.0,41,27,14,4,43,29,27,33,1,0,5,46,356.66570599999994,355.012296,298.43769999999995,290.8826,14.96075678333956,5.631131314242327,85.71059521445358,5.316788604006331,23.001369580792407,10.509882052140213,31.265898,421.0377825880004,3,-4.685466952937578,95.0
92,Benperidol,Fc1ccc(cc1)C(=O)CCCN1CCC(N2c3c(NC2=O)cccc3)CC1,40.0,52,28,24,2,55,31,37,47,5,0,4,43,400.44282799999985,424.01226399999996,355.477,347.404,12.104910157587076,7.057819011323008,90.52683637181049,9.883888251797686,39.868502063691714,51.49127144162714,30.915968,381.18525522800064,6,-5.172355602903923,40.0
93,Benzquinamide,O(C(=O)C)C1CC2N(CC1C(=O)N(CC)CC)CCc1cc(OC)c(OC)cc12,36.0,61,29,32,5,63,31,55,58,4,0,6,44,468.04405199999985,488.848412,406.7505,398.30000000000007,13.467519627866752,8.227544040797364,99.76343172805201,19.110498592250625,68.17889157295798,65.5,42.46662400000003,404.2311221240009,6,-3.7977205445497133,36.0
94,Benztropine,O(C(c1ccccc1)c1ccccc1)C1CC2N(C(C1)CC2)C,29.0,48,23,25,1,51,26,39,45,8,0,2,36,349.86578799999984,382.67157599999996,317.6025,309.2750000000001,11.588647676836974,6.421361341921675,79.74384912683158,9.636772684650527,30.135229759571892,42.16666666666666,28.526174999999995,307.1936144200007,4,-4.145928171386552,29.0
95,Benzydamine,O(CCCN(C)C)c1nn(c2c1cccc2)Cc1ccccc1,87.0,46,23,23,1,48,25,32,41,1,0,4,33,341.7510999999999,367.24754,306.3676,299.4749000000001,10.571255542806972,5.268567728474657,77.92053182685432,9.636772684650527,41.92737681007658,43.146879251700675,28.229761,309.18411235600064,7,-4.695421542268004,87.0
96,Bepridil,O(CC(C)C)CC(N(Cc1ccccc1)c1ccccc1)CN1CCCC1,75.5,61,27,34,1,63,29,51,57,3,0,3,37,443.1551479999998,473.042436,391.3485,381.8,14.23738027677675,7.750142527958224,95.26769996745226,14.536682415501005,43.789783706762,49.50000000000002,39.265038000000025,366.2671137080009,10,-5.361923726022448,75.5
97,Beta-carotene,C1CCC(C)=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC=2C(CCCC=2C)(C)C)C)C)C)C)C1(C)C,25.0,96,40,56,0,97,41,86,86,6,0,0,56,677.8546239999997,707.748548,580.7625,564.25,23.48323331314333,13.356125459219715,151.7052881530554,0.0,0.0,72.83333333333334,56.17959200000008,536.4382017920017,10,-7.591294788243031,25.0
98,Betaxolol,O(CC(O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,87.0,51,22,29,3,52,23,46,49,5,1,4,29,380.821528,398.285204,329.13,322.0540000000001,11.356584444895336,7.043898652605241,77.25122862055484,19.897041906447136,43.617736911188295,45.33333333333334,33.135003000000005,307.2147437880008,11,-4.229989300824745,87.0
99,Bevantolol,O(C)c1cc(ccc1OC)CCNCC(O)COc1cc(ccc1)C,57.0,52,25,27,4,53,26,41,47,2,1,5,33,395.8173479999999,411.658224,341.9565,334.8040000000001,11.877646823020669,5.997018980591934,86.75566967703243,24.633904860247178,45.12648364148215,54.66666666666667,32.864588999999995,345.1940083440008,10,-5.3460012353714665,57.0
100,Bezafibrate,Clc1ccc(cc1)C(=O)NCCc1ccc(OC(C(O)=O)(C)C)cc1,99.0,45,25,20,4,46,26,32,38,1,1,3,36,353.32320899999985,358.849898,299.703,292.129,11.3543411881,5.540739704889924,83.13498852778454,15.160178952647085,29.128819629040322,58.56476020615228,24.616139999999998,361.10808580000054,7,-5.019019879784239,99.0
101,Bifemelane,O(CCCCNC)c1ccccc1Cc1ccccc1,13.0,43,20,23,1,44,21,32,38,3,0,2,25,313.8073119999999,330.66474,273.6985,266.85400000000004,10.253374939407907,5.0011164437201865,69.79647051490242,10.053651557806381,20.19931035310268,38.49999999999999,25.379760999999995,269.1779643560004,8,-5.755828490203282,13.0
102,Biotin,S1CC2NC(=O)NC2C1CCCCC(O)=O,99.0,32,16,16,3,33,17,31,31,7,1,3,23,252.102853,260.3066,216.376,211.858,9.754797755792,5.7875151388087325,53.147682594239356,15.740104602853368,40.1934204901555,39.79604308390023,21.387311999999998,244.088163372,5,-1.6718380538161004,99.0
103,Biperiden,OC(CCN1CCCCC1)(C1C2CC(C1)C=C2)c1ccccc1,31.5,52,23,29,1,55,26,48,51,6,1,2,37,376.7396439999998,411.002272,339.731,330.975,12.338817795505438,8.008533619580682,81.83280721836955,10.006437125691184,29.640706343428914,42.41666666666667,30.803003,311.2249145480008,5,-3.4105313426856974,31.5
104,Bisacodyl,O(C(=O)C)c1ccc(cc1)C(c1ccc(OC(=O)C)cc1)c1ncccc1,15.0,46,27,19,4,48,29,28,37,0,0,5,39,357.1506679999998,371.330596,311.2785,303.6,10.857494081642104,5.0796284560232285,87.83520429821733,9.473725907600098,16.922589096850906,64.99999999999999,25.408932999999998,361.13140808800057,5,-5.396402989966153,15.0
105,Bisoprolol,O(CC(O)CNC(C)C)c1ccc(cc1)COCCOC(C)C,92.5,54,23,31,4,54,23,48,51,3,1,5,28,407.61017199999986,417.507204,344.889,338.0540000000001,11.668874964246983,6.905988264451056,80.95446573132041,24.633904860247178,49.7217032989366,49.83333333333334,36.87741700000001,325.2253084720008,12,-4.184478866675115,92.5
106,Bosentan,S(=O)(=O)(Nc1nc(nc(OCCO)c1Oc1ccccc1OC)-c1ncccn1)c1ccc(cc1)C(C)(C)C,50.0,68,39,29,6,71,42,45,57,0,1,10,60,538.2917130000002,564.165472,472.1256,461.4498,17.86897684112087,8.063409435790474,126.87892426325224,19.31711625624085,53.78379993326186,72.3069113494163,46.087003000000045,551.1838546480008,10,-7.584815753271513,50.0
107,BRETYLIUM,Brc1ccccc1C[N+](CC)(C)C,23.0,30,13,17,0,30,13,24,27,0,0,0,18,217.7231610000001,225.246142,185.946,181.05,10.542366257720973,3.3175658865055118,49.79197477687261,4.483030857694624,25.123131228961572,18.767587396069537,20.714519,242.05388806409002,3,-4.676635781786166,23.0
108,Bromazepam,Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1,84.0,29,19,10,1,31,21,17,23,0,0,3,29,227.070449,241.861846,204.5425,199.154,9.34799194487276,3.685572940715326,62.21499654801354,5.316788604006331,23.147599658981985,39.370904785525326,15.130069999999998,315.00072404000025,1,-5.119474509115814,84.0
109,Bromfenac,Brc1ccc(cc1)C(=O)c1cccc(CC(O)=O)c1N,67.0,32,20,12,3,33,21,19,25,1,1,3,29,254.348053,258.447558,217.09,211.483,10.587362992867499,3.890955272984588,66.72955611789783,10.84019487200289,16.859077629157493,49.73737164058819,14.584483999999994,333.0000553440003,4,-4.046083263054807,67.0
110,Bromhexine,Brc1cc(Br)cc(CN(C)C2CCCCC2)c1N,77.5,38,18,20,0,39,19,33,36,6,0,2,26,281.063698,295.4634240000001,244.9925,238.158,15.634814635411574,5.80395128513616,73.10960413555067,5.733667477162185,17.98942254267563,25.40656000671873,23.96414,373.9993228400006,3,-4.946057288221782,77.5
111,Bromocriptine,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,28.0,83,43,40,5,89,49,75,81,8,1,6,79,638.1637929999998,691.118302,578.0425,565.0830000000002,22.12738212458169,13.03501860335022,143.0875124795215,20.307204250644727,92.4105131078675,92.06219786580964,52.11828000000007,653.2212814800013,5,-5.650986563274107,28.0
112,Bromopride,Brc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N,65.0,42,20,22,2,42,20,35,38,0,0,4,26,321.0437330000001,327.042082,272.05499999999995,266.41200000000003,12.656490862037144,5.283200192140082,68.68050613019889,20.687228765819047,44.09591262512981,42.073396549780256,27.764554,343.0895390440006,7,-4.410540083262718,65.0
113,Brompheniramine,Brc1ccc(cc1)C(CCN(C)C)c1ncccc1,89.0,38,19,19,0,39,20,27,33,1,0,2,26,279.064305,293.495226,243.933,237.225,12.354484596591814,4.525251914291594,67.90621299990246,4.899909730850478,30.523988623064646,32.47968494110607,23.290932999999995,318.0731607080005,5,-5.131256559321836,89.0
114,Brotizolam,Brc1sc2-n3c(nnc3C)CN=C(c2c1)c1ccccc1Cl,70.5,32,22,10,0,35,25,18,27,0,0,5,37,252.28035899999998,275.4213,232.9021,225.5249,12.400800633336875,4.849907447867283,72.48452770124263,0.0,20.476148267164128,31.820915970297584,18.37207,391.94980710000016,1,-5.951066170824107,70.5
115,Bucindolol,O(CC(O)CNC(Cc1c2c([nH]c1)cccc2)(C)C)c1ccccc1C#N,30.0,52,27,25,2,54,29,37,46,2,1,4,40,391.16129199999983,414.922876,345.9925,338.083,11.993257811020673,6.359831471575125,89.88348772819175,20.144157473594294,34.885035926345054,60.41666666666666,28.52617499999999,363.1946770400008,8,-5.778393885858276,30.0
116,Budesonide,O1C2(C(OC1CCC)CC1C3C(C4(C(=CC(=O)C=C4)CC3)C)C(O)CC12C)C(=O)CO,17.333333333333332,65,31,34,6,69,35,65,65,8,2,6,57,497.050972,530.571564,440.3995,430.15,14.956977729582244,11.141113411911723,111.38679176186909,19.68678069728151,52.485436962739705,72.25,39.317038000000025,430.23553880800085,4,-3.1718437804137105,17.333333333333332
117,Budipine,N1(CCC(CC1)(c1ccccc1)c1ccccc1)C(C)(C)C,47.0,49,22,27,0,51,24,39,45,2,0,1,35,349.95099999999996,376.839072,311.27849999999995,302.775,11.888418647761345,6.076353672083801,79.6033429193442,0.0,23.52834779505897,39.83333333333333,28.796588999999994,293.2143498640007,2,-5.315621453449182,47.0
118,Buflomedil,O(C)c1cc(OC)cc(OC)c1C(=O)CCCN1CCCC1,65.0,47,22,25,4,48,23,41,44,4,0,5,30,359.7588719999998,372.516868,309.4425,303.025,10.454499360998936,6.037735632400832,76.7462534201433,19.110498592250625,51.64681651878574,48.33333333333333,32.866175,307.1783582800007,8,-4.072019194278814,65.0
119,Bufuralol,CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,46.0,42,19,23,2,43,20,33,39,2,1,3,29,312.07799599999987,327.971128,271.4235,265.30400000000003,9.643023970166977,5.413808496440328,66.10646625648458,14.840466935900386,17.190209053136627,34.42293178382464,25.379760999999995,261.17287897600016,4,-4.616524137926119,46.0
120,Bumetanide,S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O,85.0,45,25,20,5,46,26,31,37,2,1,5,36,358.46375299999994,365.6894,304.1966,296.9828,12.921030053877773,5.581975778101153,83.35131643136576,15.160178952647085,26.038386073034072,48.651698843117494,29.324140000000003,364.1092927400005,8,-4.139258249270556,85.0
121,Bupivacaine,O=C(Nc1c(cccc1C)C)C1N(CCCC1)CCCC,0.0,49,21,28,1,50,22,43,46,6,0,2,29,357.60126799999995,374.990672,309.73,302.379,11.095811648065547,6.591940719001894,73.79097035586568,5.316788604006331,29.93844310117509,42.0,31.23779599999999,288.22016351600075,5,-4.807646073187566,0.0
122,Buprenorphine,O1C2C34C5(CC(C(O)(C(C)(C)C)C)C2(OC)CC5)C(N(CC3)CC2CC2)Cc2c4c1c(O)cc2,28.0,75,34,41,4,81,40,75,78,9,2,5,70,557.740488,616.8014560000001,511.3915,499.175,17.393405975620087,12.230260332882402,119.55649110674676,19.68678069728151,58.66018371249821,66.75000000000001,46.313487000000045,467.3035587920011,4,-5.243658726043422,28.0
123,Buspirone,O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)CC2(C1)CCCC2,3.9,59,28,31,2,62,31,54,57,8,0,6,43,444.33483199999984,475.38202800000005,396.27,387.775,12.746619703812403,8.814830498071329,95.16963760519302,4.899909730850478,70.85067439777383,59.25000000000002,40.245417000000025,385.24777523200083,6,-4.133047105932222,3.9
124,Busulfan,S(OCCCCOS(=O)(=O)C)(=O)(=O)C,70.0,28,14,14,6,27,13,23,23,2,0,6,18,236.89958600000008,223.405276,182.0007,176.69,11.564804586514427,3.6971362170173285,55.70558912018773,0.0,42.56089626470651,2.878070305282607,30.828897999999995,246.02318016799998,7,-1.6114552763742722,70.0
125,Butalbital,O=C1NC(=O)NC(=O)C1(CC(C)C)CC=C,58.75,32,16,16,3,32,16,28,28,2,0,3,23,250.89952000000002,249.253736,207.7625,203.708,6.767411270792,4.489235114805799,54.135479525543715,0.0,17.845473971041084,45.58333333333334,19.795312,224.116092372,4,-2.8342102068811488,58.75
126,Butorphanol,OC12C3(CCCC1)CCN(C2Cc1c3cc(O)cc1)CC1CCC1,17.0,53,24,29,2,57,28,51,54,10,2,3,44,390.09135999999984,430.930208,356.9635,348.175,12.416214724884975,8.668997386331611,84.09459632481041,10.213054789681411,39.84536897248869,46.66666666666666,30.803003,327.2198291680008,2,-3.903272216136892,17.0
127,Butylscopolamine,O1C2C3[N+](C(CC(OC(=O)C(CO)c4ccccc4)C3)C12)(CCCC)C,0.0,56,26,30,4,59,29,52,55,9,1,4,43,423.51325599999996,454.4385,377.4455,369.15,12.720299866825357,8.220839900594305,90.76071484596024,19.063284160135428,66.15375471513069,54.75065709598042,36.71621000000001,360.2169348600909,7,-3.7250241888975424,0.0
128,Cabergoline,O=C(N(CCCN(C)C)C(=O)NCC)C1CC2C(N(C1)CC=C)Cc1c3c2cccc3[nH]c1,65.0,70,33,37,2,73,36,60,66,4,0,4,51,522.3481959999998,558.112832,464.5985,454.533,15.522209649323273,9.398573697583043,112.6437054357494,15.200676855804016,84.48296877925344,70.00000000000001,45.12465900000004,451.29472542400106,8,-5.110110583924311,65.0
129,Caffeine,O=C1N(C)C(=O)N(c2ncn(c12)C)C,98.5,24,14,10,2,25,15,13,21,0,0,6,23,195.01874400000003,202.803084,171.921,169.42499999999995,4.6478462349525,2.735604016896348,47.46515170683957,4.567099647791356,18.685277464321274,33.62712962962964,18.03807,194.08037556,0,-0.5187265173123381,98.5
130,Calcipotriol,OC1CC(O)CC(=CC=C2C3CCC(C(C=CC(O)C4CC4)C)C3(CCC2)C)C1=C,5.25,70,30,40,3,73,33,69,69,12,3,3,49,512.3876399999998,548.08302,451.665,440.35,16.430846908268567,11.577174516164947,109.00807048735079,15.319582184522115,33.63148134776702,62.08333333333334,40.128280000000025,412.2977451400012,5,-3.303784839871518,5.25
131,Calcitriol,OC1CC(O)CC(=CC=C2C3CCC(C(CCCC(O)(C)C)C)C3(CCC2)C)C1=C,61.0,74,30,44,3,76,32,73,73,12,3,3,48,539.261496,569.0130320000002,467.6025,456.1,17.014492939684867,11.788446882162509,110.09833150334076,15.319582184522115,33.128565771002414,62.16666666666668,44.14110800000004,416.32904526800115,6,-4.599690770490097,61.0
132,Capecitabine,FC1=CN(C2OC(C)C(O)C2O)C(=O)N=C1NC(OCCCCC)=O,94.5,47,25,22,6,48,26,40,44,6,2,8,36,387.62915199999986,390.511492,328.028,323.129,9.596548262105324,7.007290604417977,83.18678500714168,19.68678069728151,50.77615415711621,57.65732958709962,31.811554,359.1492636440006,6,-1.7289034543697541,94.5
133,Captopril,SCC(C(=O)N1CCCC1C(O)=O)C,70.75,29,14,15,3,29,14,27,27,3,1,3,19,227.64223700000005,226.982286,187.8425,183.693,9.238173088906553,4.838234407977383,47.647636114069634,10.006437125691184,40.22237298480187,35.1882601095994,20.954105,217.07726434,3,-0.37609938548634375,70.75
134,Carbamazepine,O=C(N)N1c2c(C=Cc3c1cccc3)cccc2,85.0,30,18,12,1,32,20,18,24,0,0,1,28,227.48429600000009,245.95853599999998,206.7935,201.708,6.903524992779466,3.3798323494739524,56.300190236856224,5.733667477162185,6.031114512338072,41.33333333333334,14.046483999999998,236.09496300400002,0,-2.7194304381905363,85.0
135,Carbenicillin,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(C(O)=O)c1ccccc1,35.0,44,26,18,6,46,28,36,39,2,2,5,43,358.37854099999987,367.390172,308.0615,301.4790000000001,12.591738499393909,6.698535077209723,87.20127502591022,20.429753124538227,61.07051147962081,73.96409491265645,26.269726,378.08855729600054,5,-1.1654763658370866,35.0
136,Carbimazole,S=C1N(C=CN1C)C(OCC)=O,0.0,22,12,10,2,22,12,15,19,0,0,5,16,175.81880500000003,177.10327,148.512,145.9,7.534821806449088,2.833895224858088,39.92625928117536,9.303962601591405,21.834321331034044,23.09455120937264,17.286070000000002,186.04629856,1,-0.2620999202847956,0.0
137,Carmustine,ClCCN(N=O)C(=O)NCCCl,11.5,21,12,9,2,20,11,18,18,0,0,3,12,179.62834600000005,166.37492799999995,140.1682,137.02390000000003,5.811286261318669,3.453630684597667,44.07939465140319,5.316788604006331,35.889546738058435,26.779860953640718,12.924862999999995,213.007181888,5,-2.027498209616752,11.5
138,Carteolol,O(CC(O)CNC(C)(C)C)c1c2CCC(=O)Nc2ccc1,86.5,45,21,24,3,46,22,39,42,3,1,4,31,342.34981199999993,356.28479200000015,295.885,289.908,9.8641157151088,5.895231111395995,71.5760744136429,20.476967556653413,35.80823713474935,48.75000000000001,27.820967999999993,292.1786926280007,5,-3.9920150094971234,86.5
139,Carvedilol (racemic),O(CCNCC(OCc1c2c3c([nH]c2ccc1)cccc3)O)c1ccccc1OC,25.0,56,30,26,4,59,33,38,50,0,1,5,44,429.462584,460.945836,385.441,377.158,13.005411760968213,6.6757456501100325,99.90732596120199,29.617883381194392,43.186724962738715,64.5,32.431382,406.1892573120007,10,-6.480395437527955,25.0
140,Cefacetrile,S1C2N(C(=O)C2NC(=O)CC#N)C(C(O)=O)=C(C1)COC(=O)C,0.0,36,23,13,6,37,24,31,31,2,1,7,34,304.8257929999998,303.00998799999996,255.5625,250.704,10.347178454273637,5.917841789692197,77.54004799782074,15.160178952647087,57.534856373674295,70.23921981292517,23.559691,339.0525061360003,5,-0.6998715538764452,0.0
141,Cefaclor,ClC=1CSC2N(C(=O)C2NC(=O)C(N)c2ccccc2)C=1C(O)=O,90.0,38,24,14,4,40,26,30,33,2,1,5,38,311.9974819999999,322.052814,271.0805,264.53700000000003,11.804188575717466,6.175649024181148,76.64303138039273,16.156983476009223,44.95866912120954,59.74675488872572,21.328898,367.03935460800034,4,-1.773476334088956,90.0
142,Cefadroxil,S1C2N(C(=O)C2NC(=O)C(N)c2ccc(O)cc2)C(C(O)=O)=C(C1)C,95.0,42,25,17,5,44,27,34,37,2,2,6,40,340.9694809999998,353.791296,297.0850000000001,291.1620000000001,11.971204711924406,6.383699059845928,82.28382952100615,21.263510870849927,50.06519651605024,69.09915848124271,23.828519,363.08889164400046,4,-1.1245343952940563,95.0
